what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600187141
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600200758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600409918
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311600412823
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600413160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600419857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600419875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600420295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311600420298
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311600431808
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311600435792
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311600438149
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311600438191
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311600440022
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311600444794
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600448843
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311600449181
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311600449230
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600472011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311600472937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600476586
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600478975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311600479021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600484430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600485855
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1311600485864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600487675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600489936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600490364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600492111
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311600492521
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600498831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600521228
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600521245
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600538152
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600541168
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311600541556
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600547610
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311600548154
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311600548232
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311600551662
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311600552146
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1311600556047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311600638084
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311600650491
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600658057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600659325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600662580
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311600662979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600682819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600693469
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311600693511
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1311600694788
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1311600697025
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311600699401
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600700967
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600702178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600704021
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311600704406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600706763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600727741
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600727758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311600731034
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311600731924
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600735156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600736438
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311600736470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600738619
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600740623
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311600741015
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600742893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600747228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600758966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600760098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600761239
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311600761270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600768307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600770302
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311600770698
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600782333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600791174
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600791187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600792399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600793616
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311600793647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600796660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600798760
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311600799159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600811125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600820495
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311600820537
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600823890
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311600825712
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311600827013
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311600827013
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311600827023
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311600827039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311600951748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600952081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600959219
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600959236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600959663
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311600959666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311600975974
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600981616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311600982845
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311600982922
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311600985578
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311600985619
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311600987581
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311600995076
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601003370
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601006469
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601087204
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601087204
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601090513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601092552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601092957
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601094720
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311601095147
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601097047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601102430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601578054
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1311601578176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601578729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601583205
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311601587995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601588331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601596996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601597013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601597489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311601597492
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601629182
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601629223
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601631763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601634288
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601634351
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601634351
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601635511
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601635532
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601640842
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311601641925
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601651590
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601653012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311601653054
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311601663311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601666674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601667886
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311601667929
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601670324
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601670368
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601691836
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601693968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601696279
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601696710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601698327
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311601698751
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601704008
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601708246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601753760
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601783816
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601785294
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601786592
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601786592
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601786600
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311601789005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601789289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601796544
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601796564
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601797004
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311601797008
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601806763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601806786
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601869313
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311601874643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601876291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601877436
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311601877496
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601879997
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601880041
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311601881662
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311601883673
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601940236
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601942999
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601943045
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601950499
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311601951387
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601955226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601956407
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311601956460
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601958810
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601958857
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311601960901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311601962923
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311601965251
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601965251
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601965259
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601965267
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311601965274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601975628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601977574
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601978000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601983535
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311601983955
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311601986861
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602044255
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311602044400
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311602051445
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311602051484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311602063439
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602067166
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602068536
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311602068692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602072175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602120708
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311602120735
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311602139947
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311602149209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602150675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602152901
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311602153315
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602207067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602208547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602209867
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602227492
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311602227510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311602229469
